name,rate,votes
Urban Treat,3.3 ,10
Crispy Crust Pizza,3.1 ,45
Breadworks,2.9 ,48
Peppers,2.8 ,94
Ambur Hot Dum Biryani,3.1 ,7
Bowlful,3.6 ,12
Cilantro,4.0 ,284
Chinese Fire Dragon,3.4 ,25
Southease,3.5 ,7
Vinny's,4.1 ,367
Le Gateau - The Cake Shop,4.4 ,542
Sweet Truth,4.3 ,26
Anand Sweets and Savouries,4.0 ,262
Kanti Sweets,4.1 ,102
CakeBerries,3.7 ,15
The Leela Cake Shop - The Leela Palace,3.9 ,72
Book My Cakes,3.3 ,4
Baskin Robbins,3.7 ,47
Brown Crust Cafe,3.2 ,19
The Chocolate Heaven,3.8 ,139
The Cake Post,3.4 ,12
4 Mangoes,3.7 ,16
Just Bake,2.7 ,23
Venus Bake Point,3.5 ,6
The Cake Mart,3.7 ,22
Juicy,3.8 ,80
24 Hours Cake Delivery,3.3 ,4
Daily Bread,3.2 ,29
Bake a Smile,3.4 ,9
Amma's Pastries,4.0 ,120
Gooey & Fluffy,3.9 ,90
Tango Bango,3.5 ,124
Laddoos,2.9 ,228
Nutty Squirrel,3.6 ,12
Brea,3.4 ,34
Sweet Chariot,3.5 ,25
SKY FOG,3.1 ,6
Amrutha Sweets,3.7 ,38
Shanthi Sweets & Bakery,3.4 ,9
Delicious Ice Cream Parlour,3.2 ,6
Kanti's,3.1 ,64
Bhikaram Chandmal Bhujiawala,3.7 ,70
Cafe Oleiva,3.4 ,6
Chill Out,3.4 ,9
The Pizza Bakery,4.8 ,1785
Corner House Ice Cream,4.7 ,2174
Lavonne,4.4 ,1132
Smoor,4.6 ,1732
Lazy Suzy,4.3 ,1258
Natural Ice Cream,4.6 ,945
Chaipatty,3.0 ,1275
Waffle Magic,4.2 ,592
XO Belgian Waffle,4.4 ,96
GMT - Gelateria Montecatini Terme,4.4 ,282
Keventers,4.0 ,571
Mama Mia!,4.3 ,429
Gobble Up Churros Cafe,4.3 ,379
Bite Me Cupcakes,4.2 ,631
Brownie Heaven,4.3 ,132
Chantilly,4.1 ,124
Django,4.0 ,220
eat.fit,3.9 ,42
Tuffreys,3.6 ,25
The Waffles Hut,4.0 ,42
Warm Oven,4.3 ,895
Namdhari's Salad Bar,3.9 ,82
The Rolling Pin,4.1 ,76
The Ganache Factory,4.1 ,42
Salt Mango Tree,4.2 ,255
Grubhouse,4.1 ,338
Eddy's Cafe,4.1 ,142
Cream Stone,4.2 ,743
Lahe Lahe Santhe,3.8 ,20
Roll Over,4.2 ,217
Krispy Kreme,4.1 ,261
Lakeview Milkbar,2.9 ,544
Madhu Iyengars Bakery,3.6 ,19
The Belgian Waffle Co.,4.0 ,74
Shree Mithai,3.5 ,11
Premium Bombay Kulfi,3.5 ,11
The French Loaf,3.5 ,137
All Shook Up!,3.9 ,77
Bombay Kulfi,3.7 ,21
Under The Tree,3.0 ,64
Troll,3.8 ,103
Chai Cafe,3.9 ,49
La Madeleine Patisserie,3.9 ,71
Wats Ur Scoop?,4.0 ,56
Just Kulfi,3.5 ,8
Tempteys,4.1 ,135
Breadworks,2.9 ,48
New Udupi Fresh Juice Centre,3.4 ,9
New Shanthi Sagar,2.8 ,119
KrumbKraft,3.5 ,6
Melting Spot,4.0 ,134
Neffy's - Cakes & More,3.5 ,24
Choco Allure,3.4 ,5
Fudgy Love Designer Cakes,3.7 ,20
Cafe Velvette,3.5 ,11
Cream and Bakes,3.5 ,14
Bombay Kulfis,3.3 ,4
Taantraa - Organic Handbaking,3.7 ,28
Big Pitcher,4.6 ,9300
Citrus - The Leela Palace,4.2 ,597
Jamavar - The Leela Palace,4.2 ,522
Zaitoon,4.3 ,2037
CloudNYN - Sterling Mac Hotel,4.0 ,417
Limelight - Royal Orchid Hotel,3.9 ,428
20 Char - Sterlings MAC Hotel,4.0 ,427
Tiger Trail - Royal Orchid Hotel,4.1 ,312
Hyderabad Biryaani House,3.9 ,1627
Le Cirque Signature - The Leela Palace,4.3 ,128
Zen - The Leela Palace,4.2 ,247
XU,3.9 ,433
Hello Resto-Pub,4.1 ,348
Shebestan - Sterlings MAC Hotel,4.2 ,407
Rahhams,2.8 ,420
Odia Dine,3.8 ,52
Suchithra Biryani House,3.7 ,288
Shanmukha,3.8 ,149
Sri Udupi Park,3.7 ,449
Budget Food,3.5 ,42
New Udupi Garden,3.6 ,14
One Chu Restaurant,3.9 ,327
Brown Crust Cafe,3.2 ,19
Status,3.6 ,120
Gurukrupa Paratha House,3.9 ,644
Kolkata Famous Kati Rolls,3.4 ,8
Pizza Hut,3.7 ,399
Oyster Bay,3.2 ,5
Ginseng - Royal Orchid Hotel,3.9 ,172
Library Bar - The Leela Palace,3.9 ,109
WAT Bar - Sterlings MAC Hotel,3.8 ,47
Java,3.7 ,39
Simhapuri Mess,3.8 ,39
Breezes - Hotel Pigeon International,3.5 ,23
Palki Restaurant,2.8 ,97
Sri Udupi,,0
Frozen Bite,,0
The Spice Box,3.6 ,30
J's Pastas and Pizzas,4.0 ,143
Cafe Coffee Day,2.8 ,34
Chatora Singh,3.9 ,44
KFC,3.9 ,332
Chef's Cap Chinese Cuisine Restaurant,3.9 ,37
Ramji Chaiwale,3.9 ,124
Hotel Salala,3.8 ,73
Bhookha Sher,3.2 ,35
The Punjabi Bites,3.9 ,82
Sri Udupi Park,4.0 ,141
Amar Kolkata,3.2 ,6
Domino's Pizza,2.8 ,413
Ambur Hot Dum Biryani,3.1 ,47
New Punjabi Hotel,3.2 ,393
Grand Hotel,3.6 ,57
The Chocolate Heaven,3.8 ,139
Madurai Idly Shop,3.4 ,17
New Royal Paris Restaurant,3.4 ,14
McDonald's,3.0 ,167
Faasos,3.9 ,104
Mummy's Kitchen,3.7 ,16
Zawaa Foods,3.5 ,42
Crispy Fried Chicken,3.4 ,12
Andhra Ruchulu,4.0 ,52
L'inoui - The Leela Palace,3.5 ,9
Nandini Andhra Style Mess,3.4 ,28
Kisna Cafe,3.6 ,12
Meat And Eat (ME),3.6 ,97
Shree Durga,3.2 ,7
Mac Fast Food,2.8 ,50
Nandanavanam,3.3 ,6
RJ Food Plaza,3.1 ,6
Daily Bread,3.0 ,5
Kolkatta Famous Kati Rolls,3.2 ,15
Desi Bytes,3.1 ,97
Royal Kitchen,3.4 ,57
Srinidhi Sagar,3.9 ,164
Burger Bite House,3.1 ,4
Ambur Biriyani,3.2 ,4
Plantain Leaf,3.9 ,531
Rannaghar,3.9 ,144
Beijing Bites,3.2 ,292
Bekal,4.0 ,283
The Biryanis,3.8 ,427
Mani's Dum Biryani,4.0 ,691
Talk Over Table,4.0 ,288
Mood For Food,4.0 ,151
Delicacy,3.9 ,652
Green Pepper,3.9 ,262
Coast,3.2 ,108
Red Chilliez,3.5 ,217
Donne Biriyani Mane,3.8 ,163
Jaishree Pavilion,3.7 ,36
Sree Spicy Hub,3.9 ,234
Bengaluru House,3.7 ,45
Swaadpurna,3.6 ,51
Malabar,3.0 ,162
Fazzito Kitchen,3.8 ,210
Sri Ganesh Fruit Juice Centre,3.5 ,19
Savoury Express,3.6 ,32
HomeDeli Kitchen,3.0 ,401
Night Booze,3.2 ,8
Sandras Bar & Restaurant,3.3 ,11
Kaayal,3.2 ,254
Sree Abhiruchi,3.4 ,6
Serenitea4u,3.4 ,9
Haveli,3.6 ,22
Ambur Hot Dum Biriyani,3.1 ,6
9th Cross Cafe,3.6 ,12
Crunch Pizzas,2.8 ,92
Chakh Le Foods,3.4 ,258
Aathurar,3.3 ,584
Kerala Vibes,3.6 ,80
Leon Grill,4.2 ,1345
Le Casse CroÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ»te,4.4 ,596
Chandni Chowk 2 Bangalore,4.2 ,253
Motis Kitchen,4.1 ,563
Cafe Grill,4.1 ,506
Samosa Party,4.1 ,374
Spicy Corner,3.9 ,190
Red Kitchen,3.4 ,155
Snacks Joint,3.7 ,186
Bharpur Aahar,3.9 ,419
Taza Tawa,3.8 ,170
Laddoos,2.9 ,228
Hotel Karavali,3.7 ,265
Johny's Kitchen,4.1 ,60
Goli Vada Pav No. 1,3.0 ,31
Chai Resto,3.4 ,6
Swaad,3.2 ,30
Bob's Restaurant,4.0 ,331
Sagar Deluxe,3.4 ,161
Khushi Kitchen,3.5 ,76
Calcutta Victoria Chat House,3.6 ,219
Nizaam's Kaati Rolls & Kebabs,3.7 ,112
Shri Krishna Bhavan,3.7 ,96
Rotti Mane,3.6 ,18
No More Hungry,3.3 ,214
Brea,3.4 ,34
Mukati Kitchen,3.7 ,133
Snack'Ups,3.5 ,62
SKY FOG,3.1 ,6
Amrutha Sweets,3.7 ,38
Mary Cafe,3.3 ,17
Biryani Club,2.9 ,31
Bhikaram Chandmal Bhujiawala,3.7 ,70
Bangalore Grill House,3.2 ,6
Bun Maska Chai,3.9 ,122
Home Touch Hotel,3.2 ,4
Biryani Palace,3.2 ,7
Krish Punjabi Kitchen,3.6 ,17
Donne Biryani Angadi Mane,3.1 ,8
Sri Lakshmi Darshini,3.4 ,5
Banarasi Tadka,2.7 ,16
Roti Shotti,3.8 ,62
Thunder Fried Chicken,3.6 ,181
The Spicy Kitchen,3.1 ,17
Barbeque Nation,4.7 ,7270
Bob's Bar,4.3 ,548
Dindigul Thalappakatti,4.3 ,328
Burma Burma,4.7 ,1677
Bombay Brasserie,4.4 ,1909
Vapour Pub & Brewery,4.2 ,6998
Nevermind - Bar & Social,4.4 ,221
The Fatty Bao - Asian Gastro Bar,4.6 ,3823
Delhi Highway,4.4 ,3439
LOFT38,4.3 ,3659
The Black Rabbit,4.3 ,4239
1131 Bar + Kitchen,4.4 ,2861
The Pizza Bakery,4.8 ,1785
Smoke House Deli,4.6 ,5448
Tipsy Bull - The Bar Exchange,4.6 ,3173
Chianti,4.6 ,4453
Sly Granny - The Community House,4.5 ,980
BTDT? Been There Done That,4.3 ,962
SantÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Spa Cuisine,4.9 ,246
Rajdhani Thali Restaurant,4.0 ,1137
Little Italy,4.2 ,3307
MISU,4.4 ,266
Mainland China,4.4 ,1555
Tandoori Taal,4.3 ,1799
Dhaba - Estd 1986 Delhi,4.4 ,1526
Bricklane,4.2 ,1658
Urban Tamaasha,4.1 ,886
Tippler,4.2 ,2946
Monkey Bar,4.3 ,3890
Bhartiya Jalpan,4.1 ,1100
Pasta Street,4.5 ,1673
Mamagoto,4.4 ,2580
Bologna,4.5 ,769
Ciclo Cafe,4.3 ,1332
Nando's,4.3 ,1240
Phobidden Fruit,4.4 ,2950
Lazy Suzy,4.4 ,1262
Ministry of Food - Hilton Bangalore Embassy GolfLinks,4.2 ,474
Lono,4.2 ,242
Oye Amritsar,3.9 ,1489
The Humming Tree,4.0 ,2432
NH8,4.1 ,2100
Murphy's Brewhouse - The Paul Bangalore,4.3 ,2039
Empire Restaurant,4.1 ,8304
Peacock,4.0 ,863
Pot Biryani,3.9 ,467
Southindies,4.0 ,1230
Nandhana Palace,4.2 ,957
Haute,4.5 ,117
Loveshack,4.0 ,1808
Sanchez Taqueria & Cantina,4.4 ,84
Chai Days,4.5 ,134
Swing,3.8 ,205
Plan B,4.1 ,1699
Aaha Andhra,4.2 ,823
House Of Seitan,4.0 ,38
Forage,4.2 ,215
Bean Flickers,4.3 ,398
Jonah's,4.1 ,1857
Agent Jack's Bar,4.1 ,597
Hangover,4.0 ,1431
Chaipatty,3.0 ,1275
Sherlock's Pub,4.0 ,739
Cup Chronicles Cafe,3.9 ,58
Anjappar,3.8 ,777
Tea Brew,4.1 ,1157
Boozers Bar & Kitchen,4.3 ,700
Infinitea Tea Room & Tea Store,4.3 ,771
The Kebab Room - Restaurant & Brewery,4.0 ,776
Jimi's Beer Cafe,3.9 ,822
Xtreme Sports Bar,3.7 ,1118
Waffle Magic,4.2 ,592
The Ants Cafe & Store,3.9 ,1387
Smally's Resto Cafe,4.1 ,427
Pecos Stones,4.2 ,1096
Zaica Dine & Wine,4.0 ,1022
Copper Chimney,4.2 ,98
Sidewalk Cafe & Bar - The Paul Bangalore,4.2 ,217
Vietnamese Kitchen,4.1 ,537
Shaap,4.0 ,243
Bottle & Glass,4.0 ,988
Vembanad - The Paul,4.2 ,326
BabaYaga's,4.0 ,244
Cafe Braqa,4.1 ,147
Bootlegger,4.1 ,604
The Tiny Taproom,3.5 ,13
Django,4.0 ,220
Tunday Kababi,3.8 ,724
Blistering Barnacles,3.9 ,1224
The Hub & The Bar - Hotel Ramada Encore,3.9 ,120
KLINX - Hilton Bangalore Embassy GolfLinks,4.2 ,211
Regulars Pub & Grub,3.9 ,271
Bflat Bar,3.9 ,856
Singh Saab,3.7 ,244
Tata Cha,3.9 ,682
Fai Dang,3.3 ,33
AhimsaAmrit Green Cafe,3.7 ,19
Keto Kitchen,3.1 ,22
Little Orissa Restaurant,3.9 ,351
New Punjabi Hotel,3.7 ,125
The Paramount Hotel,2.9 ,326
Salt Mango Tree,4.2 ,255
Andal Mess,3.2 ,135
Grubhouse,4.1 ,338
Just Khao Suey,4.0 ,183
Just Eat,3.5 ,18
Treat,3.9 ,553
Snack House,3.8 ,27
Lahe Lahe Santhe,3.8 ,20
Delite Chaat House,4.0 ,454
Nandhini Paradise,3.7 ,289
The Salt Grill - Hilton Bangalore Embassy Golflinks,4.1 ,95
Head O State,3.8 ,200
Vinny's,4.1 ,366
D'Cafe,3.8 ,18
Gobble Up Churros Cafe,4.3 ,379
DVG Benne Dosa,4.1 ,29
UBCR,3.3 ,5
Cita Pani,3.9 ,56
The Velu's,3.6 ,13
Chef Inn Regency,3.3 ,4
eat.fit,3.9 ,44
Kerala Pavilion,3.9 ,307
iSpice Resto Cafe,3.7 ,32
Namdhari's Salad Bar,3.9 ,82
Knight Riders,2.4 ,25
J's Cafe,3.9 ,155
Tea Journey,3.8 ,71
Kitchen of Joy,4.2 ,581
Big Mummy,4.0 ,223
Cafe Srinidhi,3.1 ,91
Paratha Plaza,3.6 ,156
Chungs Pavilion,3.9 ,249
Bhagini Icon Boutique Hotel,3.1 ,6
Sri Krishna Sagar,3.7 ,66
Santrupthi Khanavalli,3.4 ,4
Shake It Off,4.2 ,165
Kasol Cafe,3.8 ,21
Lakeview Milkbar,2.9 ,544
Cafe Ritzz,3.6 ,40
Eat Well,3.5 ,33
Kylie's,4.2 ,263
Cheesy Juicy Burgers,3.8 ,85
Chung Wah Express,2.8 ,97
California Burrito,4.1 ,343
Happenwell Cafe Lounge,3.7 ,24
Flavors of India,3.5 ,6
Anju's Cafe,3.4 ,6
Cup Shup,2.8 ,185
Bites 2 Binge,3.7 ,19
Big Chick Fried Chicken,3.5 ,11
Pathaan Sir,3.3 ,55
Masala Dani - The Paul,3.7 ,56
Quench Bar,4.0 ,108
Lakshmi Bhog Sweets and Snacks,3.4 ,6
Sethji Home Made Food,3.5 ,229
Wow Vada Pav,3.6 ,27
The French Loaf,3.5 ,137
Andhra Mess,3.2 ,129
Tayabbs,4.0 ,739
Achayyan's,3.8 ,410
Banana Leaf,3.5 ,12
Drunken Monkey,3.1 ,14
Hotel Hyperdine,2.5 ,66
Raenss Cafe,2.4 ,128
Chinese Fire Dragon,3.4 ,25
Punjab Bistro,3.7 ,16
Walnut Kitchen,3.0 ,10
Momo Rice Noodles,3.2 ,87
Rajan's Cafe,2.8 ,79
Subway,2.4 ,261
Sbarro,3.4 ,16
New Shanthi Sagar,2.8 ,119
Cross Roads Cafe,3.0 ,59
Chai & Kadi,3.8 ,33
Amexicano,3.8 ,31
Allahabadi Tadaka,2.9 ,47
Avanti Indian Barbeque & Grill,3.4 ,46
Melting Spot,4.0 ,134
Lazer Castle,3.0 ,28
re:cess - Hilton Bangalore Embassy GolfLinks,4.1 ,146
SLV Andhra Mess,3.5 ,6
Taste Of Nawaab's,3.6 ,22
Cafe Velvette,3.5 ,11
Barista,3.5 ,12
7 Hills Andhra Mess,3.4 ,8
Hot Spot Cafe,2.9 ,17
Dal Chawal Roti,3.3 ,10
Saka Eatery Outlet,3.7 ,42
Kolkata Rolls & Hot Dum Biriyani On Dial,3.5 ,22
Breadworks,2.9 ,48
Waah Chef,3.3 ,4
Dine @ 9 Paratha Corner,3.6 ,33
Suvaai Restaurant,3.3 ,11
Sai Donne Biryani,3.3 ,9
Paisa Vasool,3.3 ,8
New Udupi Fresh Juice Centre,3.4 ,9
Neer Dose Fish Land,3.5 ,8
C-harge by Chefkraft,3.4 ,7
H3O,3.1 ,11
Yum Tum,3.4 ,7
Ice Cubes,3.0 ,16
Indian Spicy Food,3.2 ,4
New Khaayaal's Restaurant,3.0 ,106
Sizzling Tandoor,3.1 ,5
King Burger Cafeteria,3.1 ,11
Mini Wok,3.4 ,7
FNC Seafood,3.2 ,5
Chowpatty,3.9 ,929
Punjabi's Food Corner,3.5 ,89
Hotel Devanand Kerala Restaurant,3.4 ,94
Eggzotic,3.9 ,391
Chai Masthi,3.5 ,10
Punjabi Dhaba,2.8 ,53
Venus Biryani,3.1 ,149
Kerala Mess,3.6 ,36
Bharanis,3.6 ,18
Pizza Stop,3.2 ,166
Bat Chef,2.6 ,27
1131 Bar + Kitchen,4.4 ,2861
Big Pitcher,4.6 ,9300
Boozers Bar & Kitchen,4.3 ,700
CloudNYN - Sterling Mac Hotel,4.0 ,417
Jeff's - Royal Orchid Hotel,3.9 ,80
XU,3.9 ,433
Library Bar - The Leela Palace,3.9 ,109
WAT Bar - Sterlings MAC Hotel,3.8 ,47
Night Booze,3.2 ,8
Vapour Pub & Brewery,4.2 ,6998
Nevermind - Bar & Social,4.4 ,221
LOFT38,4.3 ,3659
The Black Rabbit,4.3 ,4239
Tipsy Bull - The Bar Exchange,4.6 ,3173
BTDT? Been There Done That,4.3 ,962
Tipsy Bull - The Bar Exchange,4.6 ,3173
BTDT? Been There Done That,4.3 ,962
Tippler,4.2 ,2946
Monkey Bar,4.3 ,3890
Ciclo Cafe,4.3 ,1332
Lono,4.2 ,242
The Humming Tree,4.0 ,2432
Murphy's Brewhouse - The Paul Bangalore,4.3 ,2039
Loveshack,4.0 ,1808
Plan B,4.1 ,1699
Jonah's,4.1 ,1857
Hangover,4.0 ,1431
Sherlock's Pub,4.0 ,739
Jimi's Beer Cafe,3.9 ,822
Xtreme Sports Bar,3.7 ,1118
Pecos Stones,4.2 ,1096
Bottle & Glass,4.0 ,988
Bootlegger,4.1 ,604
Blistering Barnacles,3.9 ,1224
Regulars Pub & Grub,3.9 ,271
Bflat Bar,3.9 ,856
Head O State,3.8 ,200
Knight Riders,2.4 ,25
Quench Bar,4.0 ,108
H3O,3.1 ,11
Boozers Bar & Kitchen,4.3 ,700
Agent Jack's Bar,4.1 ,597
Swing,3.8 ,205
Big Pitcher,4.6 ,9300
CloudNYN - Sterling Mac Hotel,4.0 ,417
20 Char - Sterlings MAC Hotel,4.0 ,427
Jeff's - Royal Orchid Hotel,3.9 ,80
Hello Resto-Pub,4.1 ,348
Night Booze,3.2 ,8
Bob's Bar,4.3 ,548
Vapour Pub & Brewery,4.2 ,6998
Nevermind - Bar & Social,4.4 ,221
The Fatty Bao - Asian Gastro Bar,4.6 ,3823
The Black Rabbit,4.3 ,4239
1131 Bar + Kitchen,4.4 ,2861
Sly Granny - The Community House,4.5 ,980
BTDT? Been There Done That,4.3 ,962
Dhaba - Estd 1986 Delhi,4.4 ,1526
Tippler,4.2 ,2946
Monkey Bar,4.3 ,3890
Murphy's Brewhouse - The Paul Bangalore,4.3 ,2039
Nandhana Palace,4.2 ,957
Plan B,4.1 ,1699
Jonah's,4.1 ,1857
Hangover,4.0 ,1431
Sherlock's Pub,4.0 ,739
Boozers Bar & Kitchen,4.3 ,700
Jimi's Beer Cafe,3.9 ,822
Pecos Stones,4.2 ,1096
Bottle & Glass,4.0 ,988
BabaYaga's,4.0 ,244
The Tiny Taproom,3.5 ,13
Blistering Barnacles,3.9 ,1224
The Hub & The Bar - Hotel Ramada Encore,3.9 ,120
KLINX - Hilton Bangalore Embassy GolfLinks,4.2 ,211
Regulars Pub & Grub,3.9 ,271
Head O State,3.8 ,200
Chef Inn Regency,3.3 ,4
Knight Riders,2.4 ,25
Quench Bar,4.0 ,108
re:cess - Hilton Bangalore Embassy GolfLinks,4.1 ,146
H3O,3.1 ,11
Barbeque Nation,4.5 ,1282
The Higher Taste,4.3 ,859
Kava - Fairfield by Marriott,4.0 ,617
Empire Restaurant,4.0 ,630
1947,3.9 ,621
Sangam Restaurant,3.7 ,81
Coastal Spice,3.7 ,57
Onesta,4.3 ,393
Feast - Sheraton Grand Bangalore Hotel at Brigade...,4.3 ,965
"Lush - Renaissance Hotel, Bengaluru",4.5 ,416
Mainland China,4.5 ,1157
Toscano,4.3 ,1102
The Green Path - Forgotten Food,4.3 ,1145
Village - The Soul of India,4.0 ,569
West Wood,3.7 ,113
The Golden Metro,3.6 ,70
The Orchid,3.7 ,55
Troll Cafe,3.5 ,8
Cafe Coffee Day,3.0 ,20
Onesta,4.3 ,393
Cafe Mamma Mia,3.7 ,239
Slanz Cafe,3.6 ,99
By Two Coffee,3.3 ,31
Clean Slate Cafe,4.1 ,274
Stevie's,4.1 ,77
Smoor,4.2 ,289
Mumbai Bistro,4.2 ,505
The World Cafe,3.8 ,32
Starbucks,4.0 ,400
Shrusti Coffee,3.7 ,21
Kalmane Koffees,3.7 ,117
Tata Cha,3.2 ,9
HighTeaParty Cafe,3.9 ,72
TLP Cafe,3.9 ,251
Art Cafe,3.5 ,7
Dream Coffee House,3.2 ,6
eat.fit,4.5 ,236
Absolute Chinese,3.8 ,209
Hotel Karavali Food Point,3.8 ,219
Frozenheit?,4.0 ,155
Udupi Ruchi,3.9 ,42
FreshMenu,3.3 ,537
UBQ By Barbeque Nation,3.4 ,15
Corner House Ice Cream,4.4 ,405
Empire Restaurant,4.0 ,630
Prakriti Delux,3.9 ,53
WOW! Momo,3.9 ,284
Indiana Burgers,3.7 ,21
Ganesh Darshini,3.7 ,286
Chetty's Corner,3.4 ,26
Polar Bear,3.9 ,115
Amrut,3.5 ,250
Kudla Beach,3.5 ,141
Sri Ayodhya Veg,4.0 ,339
Al-Sidique,4.0 ,314
South Ruchis,3.9 ,358
Al-Bek,4.1 ,371
Bhairaveshwara Military Hotel,4.1 ,141
Cold Stone Creamery,4.1 ,143
Warm Oven,4.0 ,28
Biriyani Nights,3.2 ,713
Create Cafe,3.4 ,10
Al Sadique,3.9 ,185
Savi Sagar,4.1 ,344
Mangalore Kitchen,3.8 ,42
Sindh Kitchen,4.2 ,167
Gowdru Hotel,3.9 ,1176
Rajdhani Thali Restaurant,4.0 ,610
Kaati Zone,3.8 ,252
Sagar,4.0 ,152
Dhanalakshmi Grand,4.0 ,73
Four Seasons Fast Food Center,3.8 ,136
Gullu's Chat,3.6 ,600
Grill Biryanis,3.1 ,8
Eat At Nite,3.3 ,82
Food Zone,3.7 ,162
Andhra Vantakam,3.9 ,320
Halli Mane,4.0 ,1195
Hotel Prakruthi,3.8 ,93
Slanz Cafe,3.6 ,99
Shree Cool Point,4.1 ,31
KFC,3.8 ,373
South Idlis,4.0 ,287
Behrouz Biryani,4.0 ,223
BOX8- Desi Meals,4.1 ,559
Chaatimes,3.9 ,114
Burger King,3.9 ,440
Sagar Restaurant & Chats,3.6 ,7
Savi Sagar,3.8 ,136
Shuchi Ruchi,4.0 ,343
Pizza Hut,3.6 ,492
Richie Rich,4.0 ,630
Hotel Kadamba Veg,3.8 ,335
Sri Durga Chats and Juice,4.0 ,182
Shri Family Restaurant,3.4 ,9
Faasos,3.9 ,184
Le Arabia,4.4 ,1026
Hotel Halli Nenapu,3.2 ,69
Karavali Lunch Home,4.0 ,173
Gowdara Hatti,3.7 ,30
Navab's,4.0 ,31
Nisarga,3.6 ,110
Big Bite,4.0 ,555
Lassi Shop,3.9 ,81
Onesta,4.3 ,393
Ovenstory Pizza,3.9 ,182
Wat-a-Biryani,3.0 ,4
The Purple Pan,4.1 ,502
Firangi Bake,3.8 ,53
Chili's American Grill & Bar,4.8 ,6461
Chick Inn 24x7,3.6 ,86
Swathi,3.8 ,591
Punjab Grill,4.9 ,1973
Mainland China,4.5 ,1157
Five Star Chicken,3.5 ,20
Nando's,4.1 ,316
Ayodhya Sagara,3.8 ,65
Kabab Palace,3.8 ,74
Sweet Truth,4.0 ,39
Kushi Meals,2.8 ,5
Nammura Upachara,3.6 ,42
The Milkshake Theory,3.0 ,8
Savi Sagar,3.2 ,27
Flodeis,3.4 ,10
Coastal Express,3.4 ,37
Hotel New Panchavati,3.6 ,121
Chichaba's Taj,4.1 ,244
Al Taj Fast Food,3.2 ,4
Frosty Bite,3.3 ,8
Al-Taj Restaurant,3.3 ,10
Kanti Sweets,3.8 ,113
Stories,4.6 ,2396
Chung's Chinese Corner,4.1 ,444
Annappa's Naati Mane,3.5 ,73
Cupcake Bliss,3.7 ,4
Tango Sandwich King,3.5 ,9
Masti Masala,4.0 ,397
Maddy's Katti Cafe,3.2 ,71
Green Chilly,3.6 ,30
New Shanthi Sagar,3.5 ,101
Coastal Curry,3.5 ,15
Srinidhi Sagar,3.4 ,83
Krispy Kreme,4.1 ,197
Chawla's 2 Online.com,3.9 ,41
Cafe Coffee Day,3.5 ,36
Naati Manae,2.7 ,25
Navrang Kabab Korner,3.7 ,349
Keventers,3.7 ,104
Street Foods by Punjab Grill,3.8 ,43
The Asian Curry House,4.5 ,787
Oyalo,3.0 ,16
Hotel Malgudi,3.6 ,10
Shree Guru Sagar,3.5 ,40
Donne Biriyani Angadi Mane,3.8 ,268
Punjab Mail,3.8 ,324
Mallige Ootada Mane,3.3 ,13
Mouthful,3.7 ,60
Ganesh Food Joint,3.6 ,101
Sultan's Restaurant,3.2 ,37
Singh Saab Dhaba,3.8 ,21
Kool Joint,3.4 ,10
Chowmein,4.0 ,280
Chowmein,3.8 ,285
Chung Wah,3.9 ,135
Basaveshwarnagar Dosa Corner,3.8 ,75
Scoops N Smiles,3.3 ,7
McDonald's,2.9 ,136
Aubree,4.3 ,723
Shree Guru Sagar Fast Food,3.6 ,28
Ayodhya Food Line,3.4 ,10
Bombay Vada Pav Corner,4.1 ,84
Jai Bhavani Savaji Hotel,2.9 ,6
Oyalo,3.2 ,9
Raj Bhog,3.4 ,7
Brew Bakes Cafe,3.7 ,45
Ibaco,3.6 ,39
The Waffles Hut,3.6 ,17
Tata Cha,3.2 ,9
Rolling Waffles,3.8 ,35
Antarastriya,3.9 ,462
Shree Mahalakshmi Sweets,3.8 ,26
Pizza Stop,2.9 ,57
Havmor,3.8 ,43
Cafe Udupi Ruchi,4.0 ,140
Donne Biryani House,3.8 ,59
Mama Mia!,4.0 ,112
Tasty Munch,3.6 ,60
Kadai,3.6 ,74
1992 Chats - Space,3.7 ,33
Pulimunchi,4.1 ,533
Chikpet Donne Biriyani Corner,3.2 ,7
Robin Brown Ice Creams,3.5 ,13
Ali Snacks Point,3.4 ,5
The Higher Taste Stores,3.8 ,121
Tasty Paradise,3.7 ,98
Mad Over Donuts,3.9 ,131
Subway,2.4 ,71
3G's - Gulp & Groove,4.1 ,664
Stoned Monkey,4.1 ,179
Toscano,4.3 ,1102
Upsouth,4.1 ,489
Vayam Veg Fine Dine,3.8 ,36
Hatch,4.2 ,470
Petoo,3.9 ,32
Vande Matharam,2.3 ,180
Cream & Fudge,3.3 ,4
Mumbai Bistro,4.2 ,505
Dhadoom,4.0 ,58
Mumbai Spice,3.7 ,100
Sree Ganesh Fruit Juice Centre,3.6 ,12
Asha Sweets Centre,4.0 ,73
Rotti Mane,3.5 ,35
Waffle Stories,3.9 ,360
Height's Cafe - Hotel Bangalore International,3.2 ,2
Hatti Kaapi,3.7 ,31
Spices The Food Joint,3.1 ,9
Lassi Corner,3.5 ,18
Cafe Bengaluru,3.3 ,47
Cakeport,3.4 ,36
